ProductID;OrderDate;ShipDate;Shipper;Zip;Country;Qty;UnitPrice;UnitCost
2224;08/27/2021;08/27/2021;American Eagle;R2Y;Canada;1;60.3225;31.2458
2385;09/20/2022;09/20/2022;PHL;R3V;Canada;1;258.6500;119.5647
2388;09/23/2021;09/23/2021;PHL;V5V;Canada;1;103.2325;60.2150
2388;09/30/2021;09/30/2021;PHL;L5N;Canada;1;103.2325;60.2150
2388;10/15/2021;10/15/2021;SPU;M4Y;Canada;1;103.2325;60.2150
2388;05/01/2022;05/01/2022;SPU;T2J;Canada;1;104.9825;60.2150
2241;07/07/2016;07/07/2016;SPU;T1Y;Canada;1;86.5725;51.3105
2241;07/25/2016;07/25/2016;SPU;R3N;Canada;1;86.5725;51.3105
2241;09/27/2016;09/27/2016;The Pickup Guys;V6T;Canada;1;89.1975;51.3105
2241;12/21/2016;12/21/2016;SPU;V6C;Canada;1;89.1975;51.3105
2241;01/03/2017;01/03/2017;PHL;R2C;Canada;1;89.1975;51.3105
2241;03/05/2017;03/05/2017;PHL;V6Z;Canada;2;89.1975;51.3105
2379;04/28/2022;04/28/2022;SPU;T3G;Canada;1;61.2325;28.2817
2379;07/26/2022;07/26/2022;SPU;K1P;Canada;1;61.2325;28.2817
386;12/17/2015;12/17/2015;PHL;L5N;Canada;1;104.9417;58.0327
2388;06/09/2018;06/09/2018;World Connection;M5L;Canada;1;103.2325;60.2150
2255;04/29/2021;04/29/2021;World Connection;L4X;Canada;1;56.6475;32.6402
2379;08/28/2021;08/28/2021;BD Kerschen;T2J;Canada;1;61.2325;28.2817
2381;08/31/2019;08/31/2019;PHL;M5S;Canada;1;206.4825;105.5125
2381;03/31/2021;03/31/2021;World Connection;M7Y;Canada;1;209.9825;105.5125
2381;10/21/2021;10/21/2021;American Eagle;T6T;Canada;1;209.9825;105.5125
2345;10/07/2022;10/07/2022;SPU;L5T;Canada;1;96.8217;43.6927
2412;08/16/2022;08/16/2022;PHL;T2B;Canada;1;97.0725;54.3592
2412;10/01/2022;10/01/2022;PHL;L5T;Canada;1;97.0725;54.3592
2241;07/12/2017;07/12/2017;SpeedEx;K1A;Canada;1;89.1975;51.3105
2241;07/12/2017;07/12/2017;SPU;T2L;Canada;1;89.1975;51.3105
2241;07/24/2017;07/24/2017;SpeedEx;M7Y;Canada;2;89.1975;51.3105
2241;09/24/2017;09/24/2017;Speedissimo;T6G;Canada;1;89.1975;51.3105
2241;11/16/2017;11/16/2017;SpeedEx;L5P;Canada;1;89.1975;51.3105
2241;11/27/2017;11/27/2017;SpeedEx;L5P;Canada;1;89.1975;51.3105
2241;12/31/2017;12/31/2017;SPU;R3W;Canada;1;89.1975;51.3105
2241;05/01/2018;05/01/2018;World Connection;M5X;Canada;1;89.1975;51.3105
396;03/27/2020;03/27/2020;The Pickup Guys;T2J;Canada;1;90.7988;48.0860
396;03/27/2020;03/27/2020;SpeedEx;T6V;Canada;1;90.7988;48.0860
396;04/10/2020;04/10/2020;American Eagle;M5B;Canada;1;90.7988;48.0860
2212;11/10/2021;11/10/2021;SpeedEx;M6S;Canada;1;89.1975;48.0771
2212;12/24/2021;12/24/2021;King Shippers;K1N;Canada;1;89.1975;48.0771
2212;01/01/2022;01/01/2022;American Eagle;R3V;Canada;1;89.1975;48.0771
2212;01/01/2022;01/01/2022;BD Kerschen;T5L;Canada;1;89.1975;48.0771
2212;05/01/2022;05/01/2022;SPU;T2C;Canada;2;89.1975;48.0771
2212;09/25/2022;09/25/2022;BD Kerschen;R2C;Canada;2;91.8225;48.0771
2212;10/05/2022;10/05/2022;SpeedEx;R3N;Canada;1;91.8225;48.0771
2212;11/28/2022;11/28/2022;SpeedEx;M5P;Canada;1;91.8225;48.0771
2388;01/23/2019;01/23/2019;SPU;T1Y;Canada;1;103.2325;60.2150
2388;02/25/2019;02/25/2019;Speedissimo;R3B;Canada;1;103.2325;60.2150
422;06/10/2020;06/10/2020;American Eagle;R2W;Canada;1;80.2988;49.1042
422;02/02/2021;02/02/2021;The Pickup Guys;M4Y;Canada;1;80.8238;49.1042
422;04/23/2021;04/23/2021;American Eagle;R2G;Canada;1;80.8238;49.1042
422;09/09/2021;09/09/2021;SpeedEx;M7Y;Canada;1;91.8488;49.1042
422;09/19/2021;09/19/2021;PHL;H1B;Canada;1;91.8488;49.1042
422;12/23/2021;12/23/2021;The Pickup Guys;M6G;Canada;1;91.8488;49.1042
422;04/26/2022;04/26/2022;PHL;M5X;Canada;1;91.8488;49.1042
422;05/03/2022;05/03/2022;PHL;L4X;Canada;1;91.8488;49.1042
2277;12/22/2021;12/22/2021;SPU;V6A;Canada;2;278.1975;127.2383
2279;03/18/2015;03/18/2015;American Eagle;V5W;Canada;1;165.3225;73.3993
2410;07/16/2016;07/16/2016;SpeedEx;R3V;Canada;1;104.9475;46.1988
2410;07/27/2016;07/27/2016;American Eagle;M5L;Canada;1;99.6975;46.1988
2410;07/29/2016;07/29/2016;PHL;K1H;Canada;1;104.9475;46.1988
2410;10/30/2016;10/30/2016;PHL;V5T;Canada;1;104.9475;46.1988
2410;06/09/2017;06/09/2017;SpeedEx;V6H;Canada;1;104.9475;46.1988
2412;11/21/2021;11/21/2021;PHL;K1N;Canada;1;97.0725;54.3592
2412;12/06/2021;12/06/2021;SPU;L5R;Canada;1;97.0725;54.3592
2412;12/31/2021;12/31/2021;Speedissimo;T1Y;Canada;1;97.0725;54.3592
2412;03/25/2022;03/25/2022;American Eagle;L5T;Canada;1;97.0725;54.3592
2270;02/18/2016;02/18/2016;BD Kerschen;V6M;Canada;1;309.6975;187.4439
2270;04/18/2016;04/18/2016;The Pickup Guys;T2S;Canada;1;309.6975;187.4439
2234;12/29/2020;12/29/2020;King Shippers;R3H;Canada;1;65.5725;36.7192
2234;12/31/2020;12/31/2020;American Eagle;R3G;Canada;1;65.5725;36.7192
2234;12/31/2020;12/31/2020;American Eagle;V6Z;Canada;1;65.5725;36.7192
2234;02/01/2021;02/01/2021;SPU;R3G;Canada;1;65.5725;36.7192
2235;12/16/2015;12/16/2015;PHL;R3C;Canada;1;65.5725;42.1664
2235;12/19/2015;12/19/2015;BD Kerschen;V6R;Canada;1;65.5725;42.1664
2235;01/05/2016;01/05/2016;PHL;V6M;Canada;1;65.5725;42.1664
2235;03/29/2016;03/29/2016;SPU;L5T;Canada;1;65.5725;42.1664
2235;07/29/2016;07/29/2016;SpeedEx;V5M;Canada;1;65.5725;42.1664
2235;11/22/2016;11/22/2016;SpeedEx;T6V;Canada;1;70.8225;42.1664
2235;12/22/2016;12/22/2016;American Eagle;M5R;Canada;1;70.8225;42.1664
2235;12/22/2016;12/22/2016;SPU;V6M;Canada;1;70.8225;42.1664
2255;06/21/2018;06/21/2018;PHL;T5G;Canada;1;60.3225;32.6402
2255;06/29/2018;06/29/2018;SpeedEx;L5N;Canada;1;60.3225;32.6402
2277;02/15/2015;02/15/2015;World Connection;M6S;Canada;1;251.9475;106.0319
2277;03/17/2015;03/17/2015;American Eagle;V6M;Canada;1;251.9475;106.0319
2277;05/15/2015;05/15/2015;SpeedEx;T2C;Canada;1;251.9475;106.0319
2277;11/15/2015;11/15/2015;BD Kerschen;V6R;Canada;1;257.1975;97.5493
2092;06/20/2021;06/20/2021;PHL;H1B;Canada;1;113.7325;52.7028
2092;06/30/2021;06/30/2021;World Connection;R2G;Canada;1;113.7325;52.7028
2092;07/26/2021;07/26/2021;American Eagle;K1N;Canada;1;113.7325;52.7028
2092;09/18/2021;09/18/2021;BD Kerschen;M6H;Canada;1;113.7325;52.7028
2092;03/05/2022;03/05/2022;BD Kerschen;T6R;Canada;1;113.7325;52.7028
2092;04/27/2022;04/27/2022;American Eagle;R3B;Canada;1;113.7325;52.7028
2359;06/03/2019;06/03/2019;American Eagle;L5N;Canada;1;148.7325;87.3139
2359;08/05/2019;08/05/2019;BD Kerschen;V6J;Canada;1;148.7325;87.3139
2359;10/23/2019;10/23/2019;BD Kerschen;T1Y;Canada;1;143.4825;87.3139
2359;10/25/2019;10/25/2019;American Eagle;T6R;Canada;1;148.7325;87.3139
2391;08/13/2020;08/13/2020;PHL;M6H;Canada;1;244.9825;137.1902
2391;09/29/2020;09/29/2020;Speedissimo;T6G;Canada;1;244.9825;137.1902
2391;12/01/2020;12/01/2020;American Eagle;T6E;Canada;1;244.9825;137.1902
2391;12/02/2020;12/02/2020;American Eagle;L5R;Canada;1;244.9825;137.1902
2391;02/16/2021;02/16/2021;PHL;M6H;Canada;1;244.9825;137.1902
2391;02/25/2021;02/25/2021;SpeedEx;T2C;Canada;1;244.9825;137.1902
2391;04/02/2021;04/02/2021;American Eagle;L5R;Canada;1;244.9825;137.1902
2391;04/14/2021;04/14/2021;PHL;V6Z;Canada;1;244.9825;137.1902
2354;01/22/2022;01/22/2022;SpeedEx;V5N;Canada;1;104.9825;52.8180
2354;02/19/2022;02/19/2022;SpeedEx;T6S;Canada;1;104.9825;52.8180
2354;03/18/2022;03/18/2022;SPU;V6G;Canada;1;122.4825;52.8180
2354;05/01/2022;05/01/2022;The Pickup Guys;M4V;Canada;1;122.4825;52.8180
2354;09/06/2022;09/06/2022;SpeedEx;V6H;Canada;1;127.7325;48.5926
2255;10/31/2022;10/31/2022;SPU;V6Z;Canada;1;57.6975;32.6402
2255;11/17/2022;11/17/2022;American Eagle;V6S;Canada;2;57.6975;32.6402
2255;12/11/2022;12/11/2022;BD Kerschen;T2C;Canada;1;57.6975;32.6402
2269;12/28/2018;12/28/2018;American Eagle;T3G;Canada;1;293.9475;131.8692
2269;11/25/2019;11/25/2019;The Pickup Guys;T1Y;Canada;1;293.9475;131.8692
2269;12/31/2019;12/31/2019;PHL;V6G;Canada;1;293.9475;131.8692
2269;01/26/2020;01/26/2020;SpeedEx;L5R;Canada;2;293.9475;131.8692
2343;06/22/2022;06/22/2022;SpeedEx;L5R;Canada;1;106.1550;49.8862
2295;05/03/2016;05/03/2016;PHL;M5R;Canada;1;84.5198;39.1659
2384;03/01/2021;03/01/2021;SpeedEx;T2X;Canada;1;218.7325;101.4746
2384;03/03/2021;03/03/2021;PHL;V7W;Canada;1;215.2325;101.4746
2384;05/10/2021;05/10/2021;BD Kerschen;T2X;Canada;1;215.2325;101.4746
2384;05/20/2021;05/20/2021;BD Kerschen;M4V;Canada;1;218.7325;101.4746
2384;04/15/2022;04/15/2022;World Connection;V5N;Canada;1;218.7325;101.4746
2384;11/25/2022;11/25/2022;The Pickup Guys;T6E;Canada;1;217.8575;101.4746
2332;04/18/2015;04/18/2015;American Eagle;T2C;Canada;2;93.3217;49.1654
2373;04/15/2018;04/15/2018;SPU;V6G;Canada;1;195.9825;94.8706
2373;04/18/2018;04/18/2018;SPU;V6M;Canada;1;192.4825;94.8706
2373;05/04/2018;05/04/2018;BD Kerschen;T6G;Canada;1;192.4825;94.8706
2373;05/16/2019;05/16/2019;World Connection;V6Z;Canada;1;192.4825;94.8706
2381;06/14/2021;06/14/2021;Speedissimo;V6H;Canada;1;209.9825;105.5125
2381;08/04/2021;08/04/2021;The Pickup Guys;T5L;Canada;1;209.9825;105.5125
2381;08/24/2021;08/24/2021;PHL;M4T;Canada;1;209.9825;105.5125
2332;04/18/2016;04/18/2016;American Eagle;V6A;Canada;1;93.3217;49.1654
2332;05/15/2016;05/15/2016;SPU;R2G;Canada;1;93.3217;49.1654
2332;05/16/2016;05/16/2016;PHL;M5L;Canada;1;93.3217;49.1654
2332;05/20/2016;05/20/2016;BD Kerschen;M5L;Canada;1;93.3217;49.1654
2332;06/03/2016;06/03/2016;SPU;M6S;Canada;1;93.3217;49.1654
2332;06/12/2016;06/12/2016;PHL;T6J;Canada;1;93.3217;49.1654
409;04/03/2022;04/03/2022;SpeedEx;T5Y;Canada;1;96.6525;50.7426
409;05/02/2022;05/02/2022;BD Kerschen;M7Y;Canada;1;96.6525;50.7426
409;05/14/2022;05/14/2022;King Shippers;M4Y;Canada;1;96.6525;50.7426
409;05/23/2022;05/23/2022;American Eagle;M4Y;Canada;1;96.6525;50.7426
921;05/27/2017;05/27/2017;The Pickup Guys;T6K;Canada;1;116.6550;67.0564
921;07/31/2017;07/31/2017;SpeedEx;R3X;Canada;2;116.6550;67.0564
927;07/02/2021;07/02/2021;Speedissimo;T5L;Canada;1;102.6550;47.2931
2353;06/20/2022;06/20/2022;SpeedEx;R3V;Canada;1;143.4825;63.2451
2353;08/01/2022;08/01/2022;American Eagle;T2Z;Canada;1;141.7325;63.2451
2353;01/01/2023;01/01/2023;BD Kerschen;T6W;Canada;1;150.4825;63.2451
2332;04/14/2017;04/14/2017;PHL;L5T;Canada;1;93.3217;49.1654
2332;04/25/2017;04/25/2017;BD Kerschen;M6H;Canada;1;93.3217;49.1654
2332;04/27/2017;04/27/2017;PHL;M5X;Canada;1;93.3217;49.1654
2332;04/30/2017;04/30/2017;American Eagle;M5L;Canada;1;93.3217;49.1654
2332;09/11/2017;09/11/2017;SPU;T2X;Canada;1;93.3217;49.1654
2332;02/01/2018;02/01/2018;SPU;M5X;Canada;1;93.3217;49.1654
2255;01/15/2015;01/15/2015;World Connection;M6H;Canada;2;57.6975;32.6402
2255;09/15/2015;09/15/2015;SpeedEx;M4V;Canada;1;57.6975;32.6402
2255;10/18/2015;10/18/2015;BD Kerschen;M6P;Canada;1;57.6975;32.6402
2255;11/20/2015;11/20/2015;American Eagle;T6J;Canada;1;57.6975;32.6402
2255;12/15/2015;12/15/2015;American Eagle;R3E;Canada;1;57.6975;32.6402
2255;12/19/2015;12/19/2015;PHL;T3R;Canada;1;57.6975;32.6402
2255;12/16/2015;12/16/2015;SPU;T6T;Canada;1;57.6975;32.6402
2255;01/06/2016;01/06/2016;PHL;V5Z;Canada;1;57.6975;32.6402
330;03/15/2015;03/15/2015;BD Kerschen;M7Y;Canada;1;128.2750;82.4905
2396;06/13/2018;06/13/2018;PHL;R3V;Canada;1;89.1975;52.8672
242;08/20/2022;08/20/2022;SpeedEx;T6V;Canada;1;47.2238;23.4144
2396;11/12/2020;11/12/2020;The Pickup Guys;R2G;Canada;1;97.0725;52.8672
2396;11/28/2020;11/28/2020;BD Kerschen;T6J;Canada;1;97.0725;52.8672
2254;09/13/2018;09/13/2018;BD Kerschen;L5N;Canada;1;60.3225;26.9773
2254;09/29/2018;09/29/2018;SpeedEx;K1R;Canada;1;60.3225;26.9773
759;10/16/2020;10/16/2020;The Pickup Guys;T5K;Canada;1;152.1975;71.9856
759;01/01/2021;01/01/2021;BD Kerschen;R2L;Canada;1;152.1975;71.9856
759;12/29/2020;12/29/2020;SPU;L5P;Canada;1;157.4475;71.9856
761;02/26/2019;02/26/2019;PHL;V6Z;Canada;1;173.1975;64.3995
761;03/22/2019;03/22/2019;SpeedEx;V6G;Canada;1;173.1975;64.3995
761;04/05/2019;04/05/2019;SpeedEx;V7Y;Canada;1;173.1975;64.3995
761;05/03/2019;05/03/2019;American Eagle;R3X;Canada;1;173.1975;64.3995
761;05/01/2019;05/01/2019;SpeedEx;T3R;Canada;1;173.1975;64.3995
681;10/03/2018;10/03/2018;SPU;T6R;Canada;1;238.6125;132.3155
681;04/12/2019;04/12/2019;American Eagle;T6J;Canada;1;238.6125;132.3155
681;06/18/2019;06/18/2019;The Pickup Guys;T6E;Canada;1;238.6125;132.3155
681;08/30/2019;08/30/2019;BD Kerschen;T5K;Canada;1;238.6125;132.3155
726;02/16/2015;02/16/2015;The Pickup Guys;R3H;Canada;1;115.4475;51.2439
726;03/20/2015;03/20/2015;King Shippers;V5Z;Canada;1;115.4475;51.2439
726;07/16/2015;07/16/2015;American Eagle;V6J;Canada;1;115.4475;51.2439
729;11/21/2019;11/21/2019;BD Kerschen;M6G;Canada;1;104.9825;45.5978
757;12/29/2018;12/29/2018;SpeedEx;T6G;Canada;1;73.4475;38.4105
758;01/01/2018;01/01/2018;SPU;V6T;Canada;1;83.9475;38.4105
758;01/21/2018;01/21/2018;The Pickup Guys;T2J;Canada;1;83.9475;38.4105
758;02/08/2018;02/08/2018;BD Kerschen;V7M;Canada;1;83.9475;38.4105
758;02/20/2018;02/20/2018;King Shippers;V5Z;Canada;1;83.9475;38.4105
758;03/16/2018;03/16/2018;PHL;R3H;Canada;1;83.9475;38.4105
758;03/30/2018;03/30/2018;The Pickup Guys;T6J;Canada;1;83.9475;38.4105
758;05/14/2018;05/14/2018;SPU;V5Z;Canada;1;83.9475;38.4105
762;04/15/2019;04/15/2019;SpeedEx;V6N;Canada;1;173.1975;76.1641
762;04/30/2019;04/30/2019;The Pickup Guys;T5H;Canada;1;173.1975;76.1641
762;06/28/2019;06/28/2019;The Pickup Guys;R3G;Canada;1;173.1975;76.1641
762;08/26/2019;08/26/2019;Speedissimo;V6M;Canada;1;173.1975;76.1641
762;12/24/2019;12/24/2019;SPU;V7M;Canada;1;178.4475;76.1641
762;01/02/2020;01/02/2020;PHL;T5B;Canada;1;178.4475;76.1641
702;12/03/2018;12/03/2018;BD Kerschen;L5T;Canada;1;28.8698;12.9399
702;02/20/2019;02/20/2019;American Eagle;V7M;Canada;1;28.8698;12.9399
648;03/02/2020;03/02/2020;BD Kerschen;V7Y;Canada;1;295.6625;131.8533
574;12/17/2017;12/17/2017;SpeedEx;V5L;Canada;1;289.7125;141.6317
574;12/19/2017;12/19/2017;Speedissimo;L5N;Canada;1;289.7125;141.6317
574;02/11/2018;02/11/2018;SpeedEx;M4Y;Canada;1;289.7125;141.6317
574;04/12/2018;04/12/2018;American Eagle;R3B;Canada;1;289.7125;141.6317
574;06/06/2018;06/06/2018;The Pickup Guys;H1B;Canada;1;289.7125;141.6317
574;12/24/2018;12/24/2018;PHL;T6V;Canada;1;289.7125;141.6317
609;03/23/2019;03/23/2019;SpeedEx;H1B;Canada;1;283.4125;119.4188
609;04/20/2019;04/20/2019;The Pickup Guys;M7Y;Canada;1;283.4125;119.4188
609;05/26/2019;05/26/2019;BD Kerschen;R2G;Canada;1;283.4125;119.4188
609;06/12/2019;06/12/2019;American Eagle;V5K;Canada;1;283.4125;119.4188
609;07/22/2019;07/22/2019;SpeedEx;M6H;Canada;1;283.4125;119.4188
609;08/16/2019;08/16/2019;BD Kerschen;M5L;Canada;1;283.4125;119.4188
609;11/14/2019;11/14/2019;SPU;T6E;Canada;1;284.2875;119.4188
617;06/03/2019;06/03/2019;The Pickup Guys;V7Y;Canada;1;281.5750;164.2416
782;11/03/2021;11/03/2021;American Eagle;M4R;Canada;1;102.3225;46.8591
782;11/30/2021;11/30/2021;BD Kerschen;R3X;Canada;1;99.6975;46.8591
782;12/13/2021;12/13/2021;BD Kerschen;R3G;Canada;1;105.9975;46.8591
782;12/21/2021;12/21/2021;BD Kerschen;R3H;Canada;1;105.9975;46.8591
782;12/30/2021;12/30/2021;King Shippers;M5X;Canada;1;105.9975;46.8591
782;02/26/2022;02/26/2022;BD Kerschen;V6G;Canada;1;105.9975;46.8591
921;08/10/2017;08/10/2017;PHL;M4N;Canada;1;116.6550;67.0564
795;05/20/2015;05/20/2015;SpeedEx;V5Z;Canada;1;91.8575;52.0489
795;10/20/2015;10/20/2015;BD Kerschen;T1Y;Canada;1;91.8575;52.0489
910;12/26/2017;12/26/2017;SpeedEx;L5N;Canada;1;95.6550;50.3165
910;03/01/2018;03/01/2018;SPU;R3M;Canada;1;95.6550;50.3165
910;03/14/2018;03/14/2018;SPU;M5A;Canada;2;95.6550;50.3165
910;04/02/2018;04/02/2018;SpeedEx;R3H;Canada;1;95.6550;50.3165
910;05/03/2018;05/03/2018;American Eagle;T6E;Canada;1;95.6550;50.3165
910;05/07/2018;05/07/2018;The Pickup Guys;V7Y;Canada;1;95.6550;50.3165
910;05/23/2018;05/23/2018;King Shippers;V5M;Canada;1;95.6550;50.3165
910;07/02/2018;07/02/2018;SPU;H1B;Canada;1;95.6550;50.3165
910;07/10/2018;07/10/2018;BD Kerschen;T3C;Canada;1;95.6550;50.3165
910;08/01/2018;08/01/2018;PHL;L5V;Canada;1;95.6550;50.3165
910;09/05/2018;09/05/2018;SpeedEx;V5W;Canada;1;95.6550;50.3165
993;09/22/2022;09/22/2022;SPU;T6G;Canada;1;122.4825;52.8175
993;09/27/2022;09/27/2022;American Eagle;M5X;Canada;1;122.4825;52.8175
993;10/28/2022;10/28/2022;SPU;T6G;Canada;1;120.7325;52.8175
785;11/01/2018;11/01/2018;PHL;T6V;Canada;1;57.6975;26.3544
785;11/14/2018;11/14/2018;American Eagle;V6E;Canada;1;57.6975;26.3544
779;04/18/2020;04/18/2020;BD Kerschen;R3B;Canada;1;104.9825;61.2359
779;05/29/2020;05/29/2020;SpeedEx;V5M;Canada;1;104.9825;61.2359
990;02/16/2015;02/16/2015;SpeedEx;T2Z;Canada;1;152.2325;72.1879
990;03/15/2015;03/15/2015;SPU;T6J;Canada;1;152.2325;72.1879
990;05/19/2015;05/19/2015;World Connection;T2J;Canada;1;176.7325;66.4129
990;06/15/2015;06/15/2015;SpeedEx;T6T;Canada;1;157.4825;72.1879
990;09/16/2015;09/16/2015;SPU;M5T;Canada;1;160.9825;72.1879
990;03/27/2016;03/27/2016;American Eagle;M5X;Canada;1;167.9825;72.1879
990;03/28/2016;03/28/2016;SpeedEx;V5Z;Canada;1;146.9825;72.1879
990;04/01/2016;04/01/2016;SpeedEx;L5N;Canada;1;146.9825;72.1879
990;04/14/2016;04/14/2016;SpeedEx;M4P;Canada;1;143.4825;72.1879
990;04/28/2016;04/28/2016;PHL;H1B;Canada;1;167.9825;72.1879
990;05/03/2016;05/03/2016;PHL;L5T;Canada;1;143.4825;72.1879
990;05/04/2016;05/04/2016;The Pickup Guys;V6M;Canada;1;143.4825;72.1879
976;10/14/2021;10/14/2021;PHL;V5N;Canada;1;115.4825;57.3203
976;01/22/2022;01/22/2022;SpeedEx;R3V;Canada;1;108.4825;57.3203
976;01/23/2022;01/23/2022;The Pickup Guys;V5Z;Canada;1;115.4825;57.3203
976;02/17/2022;02/17/2022;The Pickup Guys;M6G;Canada;1;111.9825;57.3203
976;04/02/2022;04/02/2022;King Shippers;M6P;Canada;1;111.9825;57.3203
976;04/18/2022;04/18/2022;BD Kerschen;R2C;Canada;2;115.4825;57.3203
976;04/25/2022;04/25/2022;BD Kerschen;T6E;Canada;2;111.9825;57.3203
976;05/12/2022;05/12/2022;BD Kerschen;T6R;Canada;1;115.4825;57.3203
976;06/23/2022;06/23/2022;PHL;R3X;Canada;1;115.4825;57.3203
976;07/11/2022;07/11/2022;SPU;V6H;Canada;1;111.9825;57.3203
976;07/18/2022;07/18/2022;American Eagle;K1R;Canada;1;115.4825;57.3203
782;05/04/2022;05/04/2022;SpeedEx;R3H;Canada;1;102.3225;46.8591
782;06/16/2022;06/16/2022;PHL;T6T;Canada;1;105.9975;46.8591
1110;11/18/2016;11/18/2016;SpeedEx;R2W;Canada;1;69.9825;43.6803
1094;02/26/2019;02/26/2019;PHL;R3G;Canada;1;57.6975;34.7405
1094;04/29/2019;04/29/2019;American Eagle;T2S;Canada;1;57.6975;34.7405
1094;10/08/2019;10/08/2019;PHL;V7W;Canada;1;57.6975;34.7405
1094;12/18/2019;12/18/2019;SpeedEx;T2X;Canada;1;57.6975;34.7405
1094;12/27/2020;12/27/2020;The Pickup Guys;V7W;Canada;1;57.6975;34.7405
1175;06/19/2022;06/19/2022;American Eagle;H2Z;Canada;1;33.5388;15.9857
1175;08/15/2022;08/15/2022;PHL;T6B;Canada;1;33.5388;15.9857
1098;12/28/2022;12/28/2022;World Connection;R3V;Canada;1;103.2325;52.8124
1165;08/21/2021;08/21/2021;American Eagle;M5L;Canada;1;128.3217;59.4633
1131;06/02/2021;06/02/2021;The Pickup Guys;V6M;Canada;1;43.5698;22.2925
1131;10/19/2021;10/19/2021;BD Kerschen;L5R;Canada;1;44.6198;22.2925
1132;08/16/2017;08/16/2017;BD Kerschen;T6A;Canada;3;62.9948;38.1275
1132;10/12/2018;10/12/2018;PHL;V6M;Canada;3;64.5698;38.1275
1133;07/16/2015;07/16/2015;The Pickup Guys;T2C;Canada;1;62.9948;36.7152
1133;07/27/2016;07/27/2016;American Eagle;V7M;Canada;1;62.9948;36.7152
1133;04/17/2017;04/17/2017;The Pickup Guys;V6Z;Canada;1;62.9948;36.7152
1133;07/24/2017;07/24/2017;SpeedEx;T2X;Canada;1;62.9948;36.7152
1173;07/16/2015;07/16/2015;PHL;M7Y;Canada;1;116.6550;52.8212
1173;09/16/2015;09/16/2015;SpeedEx;M5L;Canada;1;116.6550;52.8212
1116;03/18/2019;03/18/2019;PHL;V6J;Canada;1;262.4475;132.6382
1116;07/22/2019;07/22/2019;PHL;R3W;Canada;1;262.4475;132.6382
768;10/18/2020;10/18/2020;PHL;R2G;Canada;1;94.4475;46.1971
760;11/14/2018;11/14/2018;SpeedEx;M7Y;Canada;1;146.9475;76.8495
760;11/15/2018;11/15/2018;SPU;T5H;Canada;1;146.9475;76.8495
760;12/17/2018;12/17/2018;World Connection;V6R;Canada;1;146.9475;76.8495
760;02/27/2019;02/27/2019;PHL;L5R;Canada;1;146.9475;76.8495
760;04/03/2019;04/03/2019;American Eagle;T3C;Canada;1;146.9475;76.8495
760;04/05/2019;04/05/2019;American Eagle;M5X;Canada;1;146.9475;76.8495
760;06/16/2019;06/16/2019;American Eagle;M6H;Canada;1;146.9475;76.8495
760;09/17/2019;09/17/2019;SPU;V5W;Canada;1;146.9475;76.8495
785;11/27/2017;11/27/2017;SPU;H1G;Canada;1;68.1975;31.6253
785;12/14/2017;12/14/2017;SpeedEx;T2J;Canada;1;68.1975;31.6253
785;12/22/2017;12/22/2017;American Eagle;T5C;Canada;1;68.1975;31.6253
785;12/24/2017;12/24/2017;BD Kerschen;R3S;Canada;1;68.1975;31.6253
785;12/25/2017;12/25/2017;PHL;T3G;Canada;1;68.1975;31.6253
785;12/26/2017;12/26/2017;The Pickup Guys;L5N;Canada;2;68.1975;31.6253
785;01/01/2018;01/01/2018;BD Kerschen;V5N;Canada;1;68.1975;31.6253
785;01/02/2018;01/02/2018;SpeedEx;T5H;Canada;1;68.1975;31.6253
785;01/30/2018;01/30/2018;American Eagle;M7Y;Canada;1;68.1975;31.6253
785;03/03/2018;03/03/2018;BD Kerschen;K1N;Canada;1;68.1975;31.6253
907;04/21/2022;04/21/2022;SpeedEx;R2W;Canada;1;131.8217;59.7464
907;06/02/2022;06/02/2022;American Eagle;L5N;Canada;1;131.8217;59.7464
907;07/31/2022;07/31/2022;BD Kerschen;R2Y;Canada;1;131.8217;59.7464
907;09/05/2022;09/05/2022;PHL;R2C;Canada;1;131.8217;59.7464
907;10/10/2022;10/10/2022;PHL;R2G;Canada;1;131.8217;59.7464
826;02/17/2020;02/17/2020;King Shippers;T3C;Canada;1;96.0698;47.4371
826;04/10/2020;04/10/2020;PHL;T5G;Canada;1;96.0698;47.4371
826;04/21/2020;04/21/2020;SpeedEx;L5P;Canada;1;92.9198;47.4371
826;05/14/2020;05/14/2020;PHL;M4P;Canada;1;96.0698;47.4371
826;05/17/2020;05/17/2020;SpeedEx;R2P;Canada;1;96.0698;47.4371
826;05/26/2020;05/26/2020;American Eagle;M5P;Canada;1;94.4948;47.4371
826;06/15/2020;06/15/2020;PHL;T5B;Canada;1;94.4948;47.4371
826;07/17/2020;07/17/2020;SPU;T6E;Canada;1;96.0698;47.4371
826;07/28/2020;07/28/2020;SPU;M4S;Canada;1;96.0698;47.4371
826;08/31/2020;08/31/2020;SpeedEx;V7W;Canada;1;94.4948;47.4371
826;08/28/2020;08/28/2020;PHL;T6G;Canada;1;96.0698;47.4371
826;09/17/2020;09/17/2020;SPU;V7Y;Canada;1;92.9198;47.4371
826;09/30/2020;09/30/2020;SPU;T5C;Canada;1;95.5448;47.4371
826;10/16/2020;10/16/2020;BD Kerschen;R3V;Canada;1;97.1198;47.4371
